movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
A.X.L.,24-Aug-18,"Action,Adventure,Sci-Fi,Family",1,6,0,29,6,9,9,5.4
Arizona,24-Aug-18,"Thriller,Comedy",5,4,2,41,4,3,15,8.0
Papillon,24-Aug-18,"Biography,Drama,Mystery,Thriller,Crime",17,4,10,51,15,5,21,6.5
The Bookshop,24-Aug-18,Drama,10,1,11,62,6,3,8,6.2
What Keeps You Alive,24-Aug-18,"Thriller,Horror",5,0,10,66,7,2,4,5.5
Searching,24-Aug-18,"Drama,Mystery,Thriller",4,1,29,71,24,7,232,7.8
Support the Girls,24-Aug-18,Comedy,2,0,32,85,9,5,22,6.6
John McEnroe: In the Realm of Perfection,22-Aug-18,"Sport,Documentary",1,0,16,82,1,1,2,5.8
"The Night Is Short, Walk On Girl",21-Aug-18,"Adventure,Fantasy,Comedy,Romance,Animation,Family",2,0,5,65,0,1,12,8.4
Mile 22,17-Aug-18,"Action,Adventure,Thriller,Crime",13,15,8,38,38,28,24,5.1
Puppet Master: The Littlest Reich,17-Aug-18,"Horror,Comedy",8,1,4,52,6,1,2,4.9
Down a Dark Hall,17-Aug-18,"Drama,Thriller,Fantasy,Horror",5,0,4,56,9,5,4,5.1
Alpha,17-Aug-18,"Action,Adventure,Drama,Thriller,Family",7,1,18,63,34,10,63,6.6
To All the Boys I've Loved Before,17-Aug-18,"Drama,Romance",1,1,10,64,15,4,74,7.8
"Juliet, Naked",17-Aug-18,"Drama,Comedy,Romance,Music",12,0,21,67,10,2,25,6.8
Blaze,17-Aug-18,"Biography,Drama,Music",3,0,26,75,4,4,9,5.6
The Wife,17-Aug-18,Drama,1,1,34,77,28,3,83,7.3
We the Animals,17-Aug-18,Drama,4,0,23,83,6,5,15,6.2
Minding the Gap,17-Aug-18,Documentary,2,0,25,90,2,1,37,8.5
Crazy Rich Asians,15-Aug-18,"Comedy,Romance",3,1,46,74,57,29,166,6.9
Slender Man,10-Aug-18,"Mystery,Thriller,Horror",6,8,1,30,16,87,9,2.2
The Meg,10-Aug-18,"Action,Sci-Fi,Thriller,Horror",26,8,12,46,119,48,90,5.5
Elizabeth Harvest,10-Aug-18,"Sci-Fi,Thriller",5,0,5,54,4,1,3,5.5
Summer of 84,10-Aug-18,"Drama,Mystery,Thriller,Horror",4,0,5,57,17,6,25,6.6
The Guernsey Literary and Potato Peel Pie Society,10-Aug-18,"Drama,History,Romance",3,0,7,65,3,0,19,7.3
A Prayer Before Dawn,10-Aug-18,"Action,Biography,Drama,Sport,Crime",2,0,15,76,6,1,17,6.9
BlacKkKlansman,10-Aug-18,"Biography,Drama,Comedy,Crime",1,1,54,83,54,44,366,7.4
Dog Days,8-Aug-18,"Drama,Comedy",12,2,5,47,2,2,4,5.6
The Darkest Minds,3-Aug-18,"Sci-Fi,Thriller",14,11,3,39,17,20,30,5.7
Like Father,3-Aug-18,"Drama,Comedy",7,2,6,52,8,9,6,4.7
The Spy Who Dumped Me,3-Aug-18,"Action,Adventure,Comedy",22,4,17,52,41,18,31,5.4
Christopher Robin,3-Aug-18,"Adventure,Drama,Fantasy,Comedy,Animation,Family,Musical",19,0,24,60,43,10,141,7.4
Never Goin' Back,3-Aug-18,"Drama,Comedy,Crime",6,0,13,62,3,1,3,6.3
40 Years in the Making: The Magic Music Movie,3-Aug-18,Documentary,1,0,6,68,0,1,6,8.4
The Miseducation of Cameron Post,3-Aug-18,"Drama,Romance",10,1,25,69,13,4,28,6.9
Night Comes On,3-Aug-18,Drama,1,0,14,79,1,1,5,6.7
Hot Summer Nights,27-Jul-18,"Drama,Comedy,Romance,Crime",9,5,4,44,12,1,8,6.4
Puzzle,27-Jul-18,Drama,10,0,26,66,4,0,12,7.7
Scotty and the Secret History of Hollywood,27-Jul-18,Documentary,4,0,20,67,1,0,3,7.8
Teen Titans Go! To the Movies,27-Jul-18,"Action,Sci-Fi,Comedy,Animation,Family,Musical",5,1,19,69,22,21,72,6.5
Mission: Impossible – Fallout,27-Jul-18,"Action,Adventure,Thriller",2,0,58,86,72,30,669,8.2
Damascus Cover,20-Jul-18,"Action,Mystery,Thriller",6,2,0,36,0,2,4,6.7
Zoe,20-Jul-18,"Sci-Fi,Romance",6,3,1,39,3,3,7,6.1
The Equalizer 2,20-Jul-18,"Action,Thriller,Crime",28,3,12,50,65,10,71,6.5
Unfriended: Dark Web,20-Jul-18,Horror,10,5,11,53,18,18,14,4.6
Generation Wealth,20-Jul-18,Documentary,14,2,7,53,5,2,12,7.8
Mamma Mia! Here We Go Again,20-Jul-18,"Comedy,Romance,Musical",20,2,24,60,30,24,82,6.6
The Third Murder,20-Jul-18,"Drama,Mystery,Crime",5,0,13,68,5,0,6,6.7
Euthanizer,20-Jul-18,"Drama,Thriller",1,0,6,71,1,2,2,4.8
Maquia: When the Promised Flower Blooms,20-Jul-18,"Drama,Fantasy,Animation",2,0,6,72,0,0,14,8.6
Blindspotting,20-Jul-18,"Drama,Comedy,Crime",5,0,38,77,7,5,55,7.6
McQueen,20-Jul-18,"Biography,Documentary",0,0,28,84,0,3,22,7.4
Siberia,13-Jul-18,"Thriller,Romance,Crime",6,8,1,34,8,16,4,3.3
Shock and Awe,13-Jul-18,"Biography,Drama,History,Thriller",9,5,4,47,2,6,6,4.9
The Night Eats the World,13-Jul-18,Horror,4,2,4,50,2,2,6,6.7
Skyscraper,13-Jul-18,"Action,Drama,Thriller,Crime",26,4,13,51,89,31,54,5.4
Hotel Transylvania 3: Summer Vacation,13-Jul-18,"Adventure,Sci-Fi,Mystery,Thriller,Fantasy,Horror,Comedy,Crime,Animation,Family",13,3,7,54,48,18,51,6.0
Path of Blood,13-Jul-18,Documentary,3,1,7,63,0,1,11,9.2
"Don't Worry, He Won't Get Far on Foot",13-Jul-18,"Biography,Drama,Comedy",11,0,28,67,12,0,26,7.1
A Midsummer Night's Dream,13-Jul-18,"Fantasy,Comedy",1,2,5,67,2,0,5,8.6
Robin Williams: Come Inside My Mind,13-Jul-18,"Biography,Comedy,Documentary",3,0,12,74,1,1,9,7.0
Eighth Grade,13-Jul-18,"Drama,Comedy",1,0,48,89,24,14,211,8.0
Bleeding Steel,6-Jul-18,"Action,Sci-Fi,Thriller",3,4,1,43,7,2,5,5.6
The Legacy of a Whitetail Deer Hunter,6-Jul-18,"Adventure,Drama,Comedy",9,1,2,49,1,1,3,6.4
Ant-Man and the Wasp,6-Jul-18,"Action,Adventure,Sci-Fi",14,0,42,70,142,42,501,7.1
Under the Tree,6-Jul-18,"Drama,Comedy",3,0,17,75,3,1,4,6.6
Whitney,6-Jul-18,"Biography,Music,Documentary",5,0,32,75,4,3,19,7.3
Sorry to Bother You,6-Jul-18,"Sci-Fi,Fantasy,Comedy",4,0,47,80,31,29,136,7.0
The First Purge,4-Jul-18,"Action,Sci-Fi,Thriller,Horror,Crime",20,3,16,54,54,39,25,4.6
Fireworks,3-Jul-18,"Sci-Fi,Drama,Fantasy,Romance,Animation,Family",6,3,1,40,3,7,3,3.5
Woman Walks Ahead,29-Jun-18,"Biography,Drama,History,Western",12,1,6,51,5,1,5,6.6
Uncle Drew,29-Jun-18,"Sport,Comedy",14,0,13,57,11,3,13,6.2
Sicario: Day of the Soldado,29-Jun-18,"Action,Drama,Thriller,Crime",19,3,28,61,55,15,161,7.0
Ideal Home,29-Jun-18,"Drama,Comedy",3,1,6,62,5,0,4,7.1
Dark River,29-Jun-18,"Drama,Mystery,Thriller",6,1,15,69,3,2,6,6.7
The Cakemaker,29-Jun-18,Drama,1,0,8,74,1,2,12,7.6
Calibre,29-Jun-18,Thriller,1,0,6,76,6,2,11,6.5
Three Identical Strangers,29-Jun-18,Documentary,2,0,28,81,4,1,46,7.7
Custody,29-Jun-18,Drama,0,0,21,83,2,1,17,7.7
Leave No Trace,29-Jun-18,Drama,1,0,43,88,15,12,118,7.6
The Catcher Was a Spy,22-Jun-18,"Biography,Drama,War",18,2,7,49,7,1,8,6.4
Boundaries,22-Jun-18,"Drama,Comedy",11,4,9,50,3,8,8,4.7
Jurassic World: Fallen Kingdom,22-Jun-18,"Action,Adventure,Sci-Fi",33,8,18,51,221,149,268,5.8
Izzy Gets the F*ck Across Town,22-Jun-18,"Adventure,Drama,Comedy,Music",5,5,8,51,0,0,11,9.3
Damsel,22-Jun-18,"Drama,Comedy,Western",10,3,20,63,3,6,8,5.2
Gotti,15-Jun-18,"Biography,Drama,Crime",2,13,1,24,10,22,14,4.4
Tag,15-Jun-18,Comedy,12,6,17,56,56,13,79,6.3
The Year of Spectacular Men,15-Jun-18,"Drama,Comedy",5,0,4,61,1,0,3,7.8
Set It Up,15-Jun-18,"Comedy,Romance",1,2,11,62,6,1,25,7.9
Incredibles 2,15-Jun-18,"Action,Adventure,Sci-Fi,Comedy,Animation,Family",3,0,48,80,90,40,689,7.9
SuperFly,13-Jun-18,"Action,Thriller,Crime",11,5,14,52,9,7,10,5.5
211,8-Jun-18,"Action,Drama,History,Thriller,Crime",1,7,0,21,1,9,3,3.8
Hotel Artemis,8-Jun-18,"Action,Thriller,Crime",17,4,15,58,31,15,30,5.6
Ocean's 8,8-Jun-18,"Action,Thriller,Comedy,Crime",19,1,30,61,120,118,160,5.3
Alex Strangelove,8-Jun-18,"Drama,Comedy",4,0,6,62,13,3,22,6.9
Hearts Beat Loud,8-Jun-18,"Drama,Music",6,1,22,65,4,2,21,7.1
Nancy,8-Jun-18,"Drama,Mystery,Thriller",5,1,11,67,4,1,5,7.0
Won't You Be My Neighbor?,8-Jun-18,"Biography,Documentary",2,0,39,85,5,5,97,8.5
Action Point,1-Jun-18,"Action,Adventure,Comedy",10,8,1,36,9,13,6,4.1
Adrift,1-Jun-18,"Action,Adventure,Drama,Thriller,Romance",13,2,16,56,29,9,32,6.1
A Kid Like Jake,1-Jun-18,"Drama,Family",8,0,11,60,3,1,2,5.7
Upgrade,1-Jun-18,"Action,Sci-Fi,Thriller,Horror,Comedy",7,0,26,67,44,10,239,7.8
American Animals,1-Jun-18,"Drama,Crime",11,2,27,68,12,2,78,7.9
The Tale,26-May-18,"Drama,Mystery,Thriller",0,0,26,90,8,8,54,7.3
Mary Shelley,25-May-18,"Biography,Drama,Romance",20,3,5,49,7,4,9,5.9
How to Talk to Girls at Parties,25-May-18,"Sci-Fi,Comedy,Romance,Music",12,2,10,50,12,6,3,4.8
Ibiza,25-May-18,"Comedy,Romance",4,2,5,56,8,3,4,5.5
In Darkness,25-May-18,Thriller,4,0,3,59,10,4,12,5.8
Solo: A Star Wars Story,25-May-18,"Action,Adventure,Sci-Fi,Fantasy",21,1,32,62,327,319,856,6.2
Summer 1993,25-May-18,"Drama,Family",0,0,18,81,3,3,13,6.9
Who We Are Now,25-May-18,Drama,0,0,7,83,3,2,3,5.3
Dark Crimes,18-May-18,"Drama,Thriller,Crime",4,10,0,24,10,6,4,5.2
Show Dogs,18-May-18,"Action,Adventure,Comedy,Crime,Family",7,6,1,31,2,26,1,1.4
Book Club,18-May-18,"Drama,Comedy,Romance",11,7,19,53,22,17,16,4.9
On Chesil Beach,18-May-18,"Drama,Romance",15,1,17,62,10,2,14,6.4
Pope Francis - A Man of His Word,18-May-18,"Biography,Documentary",9,0,15,63,2,5,7,5.1
Cargo,18-May-18,"Drama,Thriller",3,1,8,65,15,7,31,6.3
Deadpool 2,18-May-18,"Action,Adventure,Sci-Fi,Comedy",14,1,36,66,123,71,886,7.7
First Reformed,18-May-18,"Drama,Thriller",3,0,45,85,26,14,137,7.5
Terminal,11-May-18,"Drama,Thriller,Crime",5,12,3,27,20,15,17,5.2
Breaking In,11-May-18,"Action,Drama,Thriller,Crime",15,6,3,42,8,13,6,3.9
Life of the Party,11-May-18,Comedy,16,8,8,46,19,22,20,4.9
Measure of a Man,11-May-18,"Drama,Comedy",5,2,5,53,1,0,3,8.5
The Seagull,11-May-18,Drama,16,1,14,58,9,2,8,6.3
Lu Over the Wall,11-May-18,"Adventure,Fantasy,Comedy,Music,Animation,Family",6,0,8,62,1,2,6,6.7
Filmworker,11-May-18,Documentary,2,0,17,73,1,0,4,8.2
Beast,11-May-18,Drama,4,0,25,74,9,1,21,7.0
The Escape,11-May-18,Drama,2,0,13,75,0,0,4,8.0
Revenge,11-May-18,"Action,Thriller,Horror",2,0,21,81,24,19,77,6.5
Mountain,11-May-18,Documentary,0,0,13,82,3,3,5,5.3
Overboard,4-May-18,"Comedy,Romance",14,10,3,42,20,20,18,4.8
Bad Samaritan,4-May-18,"Thriller,Horror",7,7,6,42,9,7,22,6.4
Racer and the Jailbird,4-May-18,"Drama,Crime",12,3,2,50,4,0,1,6.0
Anon,4-May-18,"Sci-Fi,Thriller",6,0,5,54,19,16,24,5.9
Manhunt,4-May-18,"Action,Thriller",2,0,12,68,3,3,2,4.3
The 12th Man,4-May-18,"Drama,History,Thriller,War",2,0,8,70,0,0,13,8.2
RBG,4-May-18,"Biography,Documentary",3,1,28,71,7,4,26,6.7
Tully,4-May-18,"Drama,Comedy",6,0,46,75,25,7,122,7.4
The Guardians,4-May-18,Drama,2,0,13,81,1,4,8,5.6
Kings,27-Apr-18,"Drama,Thriller,Romance,Crime",11,6,1,34,1,4,1,3.3
The Week Of,27-Apr-18,Comedy,4,5,2,41,4,8,8,5.1
Backstabbing for Beginners,27-Apr-18,"Drama,History,Thriller",4,2,2,48,4,2,2,5.0
Duck Butter,27-Apr-18,"Drama,Comedy,Romance",6,0,11,58,3,0,2,6.2
Avengers: Infinity War,27-Apr-18,"Action,Adventure,Sci-Fi,Fantasy",14,1,38,68,224,156,2823,8.6
Disobedience,27-Apr-18,"Drama,Romance",5,0,33,74,10,7,53,7.4
Let the Sunshine In,27-Apr-18,"Drama,Comedy,Romance",4,0,29,79,5,8,13,5.9
Traffik,20-Apr-18,Thriller,5,4,1,37,12,7,5,4.3
Super Troopers 2,20-Apr-18,"Mystery,Comedy,Crime",16,8,5,41,22,12,46,6.7
The Devil and Father Amorth,20-Apr-18,"Horror,Documentary",13,2,1,46,3,0,1,6.0
I Feel Pretty,20-Apr-18,Comedy,27,6,12,48,24,50,26,3.7
Godard Mon Amour,20-Apr-18,"Biography,Drama,Comedy,Romance",12,3,9,55,3,0,2,7.0
Kodachrome,20-Apr-18,Drama,6,1,10,57,4,0,9,7.5
Ghost Stories,20-Apr-18,"Drama,Horror",6,0,21,68,21,5,39,6.6
Blumhouse's Truth or Dare,13-Apr-18,"Thriller,Horror",13,17,3,35,44,55,20,4.0
Submergence,13-Apr-18,"Drama,Thriller,Romance",9,6,1,38,6,6,4,4.6
Krystal,13-Apr-18,"Drama,Comedy",6,3,1,39,0,2,3,5.8
Rampage,13-Apr-18,"Action,Adventure,Sci-Fi",23,12,11,45,119,38,98,5.8
Wildling,13-Apr-18,"Drama,Thriller,Fantasy,Horror",7,0,3,58,9,2,4,5.9
Sgt. Stubby: An American Hero,13-Apr-18,"Adventure,History,War,Animation,Family",8,0,6,58,1,2,9,7.5
Borg vs. McEnroe,13-Apr-18,"Biography,Drama,Sport",13,1,16,63,6,1,18,6.8
Grace Jones: Bloodlight and Bami,13-Apr-18,Documentary,5,0,13,75,2,0,7,7.3
Zama,13-Apr-18,Drama,3,0,23,89,3,4,23,7.7
The Rider,13-Apr-18,"Adventure,Drama,Comedy,Romance,Western,Music",0,0,42,92,12,7,84,7.7
Beirut,11-Apr-18,"Drama,Thriller",5,2,24,69,18,5,28,6.4
Spinning Man,6-Apr-18,"Drama,Mystery,Thriller",6,1,0,44,2,3,5,5.4
The Miracle Season,6-Apr-18,"Biography,Drama,Sport",9,2,2,44,3,0,9,8.0
6 Balloons,6-Apr-18,Drama,2,0,5,66,3,1,7,6.3
Lowlife,6-Apr-18,"Drama,Thriller,Horror,Comedy,Crime",1,0,6,66,2,0,2,7.3
Chappaquiddick,6-Apr-18,"Biography,Drama,History,Thriller,Crime",9,0,24,67,15,1,46,7.3
Blockers,6-Apr-18,Comedy,7,1,38,69,49,16,66,6.2
Where Is Kyra?,6-Apr-18,Drama,2,1,17,72,4,0,6,7.0
Big Fish & Begonia,6-Apr-18,"Adventure,Drama,Fantasy,Romance,Animation",2,0,8,72,0,2,11,7.1
The Endless,6-Apr-18,"Sci-Fi,Thriller,Fantasy,Horror",0,0,22,80,15,7,63,7.2
Lean on Pete,6-Apr-18,"Adventure,Drama",6,0,38,80,4,1,41,7.7
A Quiet Place,6-Apr-18,"Sci-Fi,Drama,Thriller,Horror",0,0,55,82,137,98,771,7.4
You Were Never Really Here,6-Apr-18,"Drama,Mystery,Thriller",3,0,38,84,51,21,182,7.3
Sweet Country,6-Apr-18,"Adventure,Drama,History,Thriller,Crime,Western",0,0,21,87,4,2,21,7.6
Tyler Perry's Acrimony,30-Mar-18,"Drama,Thriller,Comedy",6,7,1,32,4,21,8,3.5
God's Not Dead: A Light in Darkness,30-Mar-18,Drama,6,3,0,33,2,17,13,4.0
The Last Movie Star,30-Mar-18,Drama,10,0,1,46,1,2,5,6.3
Finding Your Feet,30-Mar-18,"Drama,Comedy,Romance",10,0,5,53,3,1,6,6.4
The China Hustle,30-Mar-18,Documentary,3,0,9,67,2,0,2,7.3
Gemini,30-Mar-18,"Mystery,Thriller",7,2,21,71,10,2,8,6.2
Love After Love,30-Mar-18,Drama,1,0,13,84,3,1,4,6.3
Ready Player One,29-Mar-18,"Action,Adventure,Sci-Fi,Thriller,Animation",21,1,33,64,193,95,745,7.3
"Game Over, Man!",23-Mar-18,"Action,Comedy",4,4,0,32,15,16,20,5.0
Sherlock Gnomes,23-Mar-18,"Adventure,Mystery,Fantasy,Comedy,Romance,Animation,Family",8,5,1,36,11,20,12,4.2
Midnight Sun,23-Mar-18,"Drama,Romance",7,5,2,38,1,11,10,4.9
Pacific Rim: Uprising,23-Mar-18,"Action,Adventure,Sci-Fi",28,10,7,44,147,92,76,4.8
"Paul, Apostle of Christ",23-Mar-18,"Drama,History",7,1,3,52,3,4,19,7.4
Back to Burgundy,23-Mar-18,"Drama,Comedy",6,1,6,58,2,0,2,6.8
Unsane,23-Mar-18,"Thriller,Horror",9,3,33,63,30,19,64,6.2
Final Portrait,23-Mar-18,"Biography,Drama,Comedy",9,0,23,70,7,4,5,5.6
Roxanne Roxanne,23-Mar-18,Drama,1,0,9,74,3,0,1,6.0
I Kill Giants,23-Mar-18,"Drama,Thriller,Fantasy",1,0,9,74,19,6,41,6.8
Isle of Dogs,23-Mar-18,"Adventure,Sci-Fi,Drama,Fantasy,Comedy,Animation",2,1,52,82,39,18,377,8.0
I Can Only Imagine,16-Mar-18,"Drama,Music,Family",3,4,1,30,4,7,45,7.8
Dear Dictator,16-Mar-18,Comedy,4,2,2,44,5,4,1,4.2
Flower,16-Mar-18,"Drama,Comedy",8,6,6,45,4,4,6,5.4
Tomb Raider,16-Mar-18,"Action,Adventure,Drama,Mystery,Thriller,Fantasy",27,11,14,48,183,85,309,6.3
7 Days in Entebbe,16-Mar-18,"Drama,History,Thriller,Crime",21,2,6,49,15,7,17,5.7
Benji,16-Mar-18,"Drama,Crime,Family",5,0,2,53,0,0,6,9.3
"Love, Simon",16-Mar-18,"Drama,Comedy,Romance",7,0,31,72,27,18,232,8.1
Journey's End,16-Mar-18,"Drama,War",5,0,23,73,6,1,9,6.2
Keep the Change,16-Mar-18,"Comedy,Romance",0,0,11,73,0,1,5,7.8
The Outsider,9-Mar-18,"Drama,Mystery,Thriller,Crime",4,7,1,30,19,8,34,6.7
The Hurricane Heist,9-Mar-18,"Action,Thriller,Crime",7,5,0,35,14,12,9,4.5
The Leisure Seeker,9-Mar-18,"Adventure,Drama,Comedy,Romance",17,4,2,45,3,0,7,7.2
Gringo,9-Mar-18,"Action,Drama,Comedy,Crime",17,8,8,46,28,10,17,5.5
The Strangers: Prey at Night,9-Mar-18,Horror,14,4,7,48,25,14,27,5.6
A Wrinkle in Time,9-Mar-18,"Adventure,Sci-Fi,Fantasy,Family",30,3,19,53,50,139,25,2.8
Thoroughbreds,9-Mar-18,"Drama,Thriller",7,0,30,75,17,7,70,7.2
Police Story (1985),9-Mar-18,"Action,Thriller,Comedy,Crime",1,0,8,78,0,0,5,8.4
Claire's Camera,9-Mar-18,Drama,1,0,14,80,2,2,4,6.1
The Death of Stalin,9-Mar-18,"Biography,Drama,History,Comedy",0,0,43,88,32,16,173,7.4
The Vanishing Of Sidney Hall,2-Mar-18,"Drama,Mystery",0,11,0,18,1,5,16,6.8
Death Wish,2-Mar-18,"Action,Drama,Thriller,Crime",15,16,1,31,40,25,120,7.0
Submission,2-Mar-18,Drama,8,0,5,52,1,1,2,6.5
Red Sparrow,2-Mar-18,"Drama,Mystery,Thriller",23,10,18,53,103,81,129,5.4
Oh Lucy!,2-Mar-18,"Drama,Comedy",2,0,16,69,1,1,6,6.8
Mohawk,2-Mar-18,"Action,Drama,History,Thriller,Horror,Romance,War",1,1,11,70,0,2,2,5.8
Goldstone,2-Mar-18,"Thriller,Crime",0,0,10,78,3,0,7,7.1
Mute,23-Feb-18,"Sci-Fi,Mystery,Thriller",15,9,0,35,52,33,42,5.4
The Lodgers,23-Feb-18,"Drama,Thriller,Horror,Romance",7,0,1,52,6,2,1,5.1
Every Day,23-Feb-18,"Drama,Fantasy,Romance",9,0,3,52,12,2,13,6.3
The Cured,23-Feb-18,"Sci-Fi,Drama,Horror",12,0,8,57,7,1,7,6.3
Game Night,23-Feb-18,"Action,Mystery,Thriller,Horror,Comedy,Crime",11,0,30,66,70,14,225,7.2
Annihilation,23-Feb-18,"Action,Adventure,Sci-Fi,Drama,Mystery,Thriller,Fantasy,Horror",5,2,44,79,146,103,610,7.1
November,23-Feb-18,"Drama,Fantasy,Romance",0,0,10,79,1,1,5,7.1
Looking Glass,16-Feb-18,Thriller,2,8,2,33,5,3,1,5.1
Irreplaceable You,16-Feb-18,"Drama,Comedy,Romance",4,3,0,34,3,1,3,5.4
Early Man,16-Feb-18,"Adventure,Fantasy,Comedy,Animation,Family",8,0,31,68,28,10,45,6.2
The Party,16-Feb-18,"Drama,Comedy",2,0,29,73,10,4,14,6.2
Western,16-Feb-18,Drama,0,0,13,81,2,1,10,7.0
Black Panther,16-Feb-18,"Action,Adventure,Sci-Fi,Drama",0,0,55,88,579,630,1776,6.4
Double Lover,14-Feb-18,"Drama,Thriller,Romance",4,1,15,70,4,1,8,6.6
Tehran Taboo,14-Feb-18,"Drama,Animation",2,0,6,74,0,1,3,6.8
Basmati Blues,9-Feb-18,"Comedy,Romance,Musical",5,6,0,30,2,8,2,2.3
Fifty Shades Freed,9-Feb-18,"Drama,Thriller,Romance",10,25,8,31,22,81,28,3.2
The 15:17 to Paris,9-Feb-18,"Biography,Drama,History,Thriller",22,9,5,45,32,33,26,4.9
Peter Rabbit,9-Feb-18,"Adventure,Fantasy,Comedy,Animation,Family",16,1,9,51,29,10,45,6.4
The Ritual,9-Feb-18,Horror,10,1,7,57,22,3,55,7.2
Permission,9-Feb-18,"Drama,Comedy,Romance",5,0,10,62,1,0,4,8.2
Becks,9-Feb-18,"Drama,Romance,Musical",2,0,5,64,1,0,8,8.4
Golden Exits,9-Feb-18,Drama,5,1,15,71,1,0,6,7.6
The Cloverfield Paradox,4-Feb-18,"Action,Adventure,Sci-Fi,Mystery,Thriller,Horror",17,9,1,37,154,126,154,5.3
Winchester,2-Feb-18,"Biography,Mystery,Thriller,Fantasy,Horror",5,12,1,28,25,25,16,4.5
Braven,2-Feb-18,"Action,Drama",2,1,7,61,18,3,9,5.7
24 Frames,2-Feb-18,Drama,1,1,13,76,0,0,4,9.3
On Body and Soul,2-Feb-18,"Drama,Romance",1,0,9,77,8,1,31,7.7
The Clapper,26-Jan-18,Comedy,1,9,1,21,4,1,3,5.8
Please Stand By,26-Jan-18,"Drama,Comedy",7,1,4,49,8,1,13,6.9
Maze Runner: The Death Cure,26-Jan-18,"Action,Sci-Fi,Thriller",25,4,9,50,79,24,110,6.5
A Futile and Stupid Gesture,26-Jan-18,"Biography,Comedy",8,1,6,55,7,3,12,6.4
A Ciambra,26-Jan-18,Drama,2,0,15,70,1,0,8,8.8
Forever My Girl,19-Jan-18,"Drama,Romance,Music",6,10,2,36,1,7,16,6.3
Den of Thieves,19-Jan-18,"Action,Drama,Mystery,Thriller,Crime",13,3,8,49,38,11,40,6.3
12 Strong,19-Jan-18,"Action,Drama,History,War",22,3,18,54,34,17,60,6.4
Mom and Dad,19-Jan-18,"Thriller,Horror",11,5,14,59,17,7,20,5.9
The Final Year,19-Jan-18,Documentary,10,0,21,67,1,3,5,5.7
Small Town Crime,19-Jan-18,"Mystery,Thriller,Crime",2,0,10,68,2,2,14,6.8
Mary and The Witch's Flower,19-Jan-18,"Adventure,Fantasy,Animation,Family",3,0,20,75,14,4,39,7.0
Proud Mary,12-Jan-18,"Action,Thriller,Crime",12,10,1,35,12,12,8,4.4
Freak Show,12-Jan-18,"Drama,Comedy",6,0,3,54,3,1,16,8.2
The Commuter,12-Jan-18,"Action,Drama,Mystery,Thriller,Crime",22,3,19,56,80,10,73,6.3
The Polka King,12-Jan-18,"Biography,Drama,Comedy",6,0,5,65,13,4,12,6.1
The Insult,12-Jan-18,"Drama,Thriller",6,0,19,72,4,0,18,8.2
Paddington 2,12-Jan-18,"Adventure,Fantasy,Comedy,Animation,Family",0,0,38,88,19,12,218,8.2
Stratton,5-Jan-18,"Action,Thriller",3,7,0,26,2,1,1,4.5
Insidious: The Last Key,5-Jan-18,"Drama,Mystery,Thriller,Horror",17,2,4,49,59,24,33,5.4
Django,5-Jan-18,"Biography,Drama,War,Music",10,1,2,49,0,0,4,8.8
Blame,5-Jan-18,Drama,3,2,5,54,2,0,6,8.3
The Strange Ones,5-Jan-18,"Drama,Thriller",1,3,6,57,1,1,5,6.3
Film Stars Don't Die in Liverpool,29-Dec-17,"Biography,Drama,Romance",10,0,24,65,5,1,16,7.1
In the Fade,27-Dec-17,"Drama,Crime",7,1,23,65,5,0,24,7.5
Molly's Game,25-Dec-17,"Biography,Drama,Crime",10,1,35,71,22,12,168,7.5
All the Money in the World,25-Dec-17,"Biography,Drama,History,Mystery,Thriller,Crime",6,1,40,72,53,17,90,6.3
Phantom Thread,25-Dec-17,"Drama,Romance,Crime",2,0,49,90,46,46,365,7.6
Father Figures,22-Dec-17,Comedy,3,13,1,22,7,10,9,4.8
Bright,22-Dec-17,"Action,Sci-Fi,Thriller,Fantasy,Crime",10,14,2,29,148,124,647,7.1
Hangman,22-Dec-17,"Mystery,Thriller,Crime",1,6,1,31,4,8,3,3.7
Pitch Perfect 3,22-Dec-17,"Comedy,Music",15,13,7,40,46,19,39,5.8
Crooked House,22-Dec-17,"Drama,Mystery,Crime",2,2,4,59,11,1,6,6.0
Downsizing,22-Dec-17,"Sci-Fi,Drama,Comedy",19,3,26,63,83,43,64,5.4
Hostiles,22-Dec-17,"Adventure,Drama,Western",15,3,23,65,32,13,121,7.2
Happy End,22-Dec-17,Drama,6,1,23,72,7,4,19,6.5
The Post,22-Dec-17,"Biography,Drama,History,Thriller",4,0,47,83,71,48,281,7.0
The Greatest Showman,20-Dec-17,"Biography,Drama,Romance,Musical",22,9,12,48,110,35,345,7.4
Jumanji: Welcome to the Jungle,20-Dec-17,"Action,Adventure,Fantasy,Comedy,Family",17,4,23,58,134,43,315,6.7
Beyond Skyline,15-Dec-17,"Action,Adventure,Sci-Fi,Thriller,Horror",6,1,1,46,12,12,12,5.1
Ferdinand,15-Dec-17,"Adventure,Fantasy,Comedy,Animation,Family",10,0,10,58,27,6,58,6.8
The Ballad of Lefty Brown,15-Dec-17,Western,3,1,8,64,4,1,6,6.3
Birdboy: The Forgotten Children,15-Dec-17,"Sci-Fi,Drama,Horror,Animation",1,0,10,76,1,1,5,7.4
